Year,District Code,District Name,Building Number,Building Name,Total September Membership,Federal Expenditures Building,State and Local Expenditures Building,Total Building,Federal Expenditures District,State and Local Expenditures District,Total District,Expenditures Per September Membership,,,,,,,,,,,,,,,,,,,,,,,
2019,096-088,HAZELWOOD,4260,TWILLMAN ELEM.,395.00,$26.10,"$7,069.97","$7,096.07",$0.00,"$2,907.11","$2,907.11","$10,003.18",,,,,,,,,,,,,,,,,,,,,,,
2019,096-088,HAZELWOOD,4280,WALKER ELEM.,336.00,$28.72,"$8,510.45","$8,539.18",$0.00,"$2,907.11","$2,907.11","$11,446.29",,,,,,,,,,,,,,,,,,,,,,,
2019,096-088,HAZELWOOD,4300,JANA ELEM.,328.52,$27.13,"$8,046.18","$8,073.31",$0.00,"$2,907.11","$2,907.11","$10,980.43",,,,,,,,,,,,,,,,,,,,,,,
2019,096-088,HAZELWOOD,4320,ARMSTRONG ELEM.,402.00,$27.13,"$7,716.44","$7,743.57",$0.00,"$2,907.11","$2,907.11","$10,650.68",,,,,,,,,,,,,,,,,,,,,,,
2019,096-088,HAZELWOOD,4340,ARROWPOINT ELEM.,494.00,$26.06,"$7,425.72","$7,451.78",$0.00,"$2,907.11","$2,907.11","$10,358.89",,,,,,,,,,,,,,,,,,,,,,,
2019,096-088,HAZELWOOD,9999,DISTRICT TOTALS,"16,884.42",$38.09,"$10,449.43","$10,487.51",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,1050,MCCLUER HIGH,988.95,$0.00,"$10,484.33","$10,484.33",$18.06,"$3,133.28","$3,151.34","$13,635.66",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,1060,MCCLUER SOUTH-BERKELEY HIGH,423.26,$0.00,"$16,279.91","$16,279.91",$18.06,"$3,133.28","$3,151.34","$19,431.24",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,1070,MCCLUER NORTH HIGH,"1,394.44",$0.00,"$8,094.22","$8,094.22",$18.06,"$3,133.28","$3,151.34","$11,245.56",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,3000,BERKELEY MIDDLE,336.00,$0.00,"$11,132.24","$11,132.24",$18.06,"$3,133.28","$3,151.34","$14,283.57",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,3030,CROSS KEYS MIDDLE,721.50,$0.00,"$7,515.76","$7,515.76",$18.06,"$3,133.28","$3,151.34","$10,667.10",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,3050,FERGUSON MIDDLE,578.50,$0.00,"$9,282.57","$9,282.57",$18.06,"$3,133.28","$3,151.34","$12,433.91",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4010,AIRPORT ELEM.,202.00,$91.84,"$11,062.58","$11,154.42",$18.06,"$3,133.28","$3,151.34","$14,305.76",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4020,BERMUDA ELEM.,226.00,$2.06,"$9,205.35","$9,207.41",$18.06,"$3,133.28","$3,151.34","$12,358.75",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4040,CENTRAL ELEM.,215.13,$0.00,"$8,161.05","$8,161.05",$18.06,"$3,133.28","$3,151.34","$11,312.39",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4060,COMBS ELEM.,281.52,$0.00,"$6,960.12","$6,960.12",$18.06,"$3,133.28","$3,151.34","$10,111.45",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4080,COMMONS LANE ELEM.,376.65,$0.00,"$7,768.33","$7,768.33",$18.06,"$3,133.28","$3,151.34","$10,919.67",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4100,COOL VALLEY ELEM.,191.00,$0.00,"$8,793.02","$8,793.02",$18.06,"$3,133.28","$3,151.34","$11,944.36",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4140,DUCHESNE ELEM.,259.26,$115.71,"$15,711.33","$15,827.04",$18.06,"$3,133.28","$3,151.34","$18,978.38",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4160,GRIFFITH ELEM.,335.13,$72.35,"$7,110.57","$7,182.92",$18.06,"$3,133.28","$3,151.34","$10,334.26",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4180,HALLS FERRY ELEM.,361.13,$0.00,"$8,195.44","$8,195.44",$18.06,"$3,133.28","$3,151.34","$11,346.78",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4190,HOLMAN ELEM.,199.13,$0.00,"$8,746.12","$8,746.12",$18.06,"$3,133.28","$3,151.34","$11,897.46",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4200,LEE HAMILTON ELEM.,294.65,$0.00,"$8,481.15","$8,481.15",$18.06,"$3,133.28","$3,151.34","$11,632.49",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4210,JOHNSON WABASH ELEM.,358.63,$0.00,"$7,518.22","$7,518.22",$18.06,"$3,133.28","$3,151.34","$10,669.56",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4240,PARKER ROAD ELEM.,422.26,$0.00,"$7,040.27","$7,040.27",$18.06,"$3,133.28","$3,151.34","$10,191.61",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4260,ROBINWOOD ELEM.,392.02,$0.00,"$6,653.15","$6,653.15",$18.06,"$3,133.28","$3,151.34","$9,804.48",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4280,VOGT ELEM.,242.63,$0.00,"$10,070.65","$10,070.65",$18.06,"$3,133.28","$3,151.34","$13,221.98",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4320,WALNUT GROVE ELEM.,469.77,$0.00,"$6,018.31","$6,018.31",$18.06,"$3,133.28","$3,151.34","$9,169.65",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,4340,WEDGWOOD ELEM.,480.00,$40.03,"$7,192.18","$7,232.21",$18.06,"$3,133.28","$3,151.34","$10,383.55",,,,,,,,,,,,,,,,,,,,,,,
2019,096-089,FERGUSON-FLORISSANT R-II,9999,DISTRICT TOTALS,"9,749.56",$27.55,"$11,992.27","$12,019.81",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,1050,PATTONVILLE SR. HIGH,"1,683.12",$0.00,"$10,737.09","$10,737.09",$0.00,"$4,177.81","$4,177.81","$14,914.90",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,3025,HOLMAN MIDDLE,603.00,$0.00,"$12,343.58","$12,343.58",$0.00,"$4,177.81","$4,177.81","$16,521.39",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,3050,PATTONVILLE HEIGHTS MIDDLE,669.00,$0.00,"$9,686.33","$9,686.33",$0.00,"$4,177.81","$4,177.81","$13,864.14",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,4060,BRIDGEWAY ELEM.,418.00,$0.00,"$9,811.87","$9,811.87",$0.00,"$4,177.81","$4,177.81","$13,989.68",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,5040,PARKWOOD ELEM.,473.00,$0.00,"$8,418.46","$8,418.46",$0.00,"$4,177.81","$4,177.81","$12,596.27",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,5060,ROBERT DRUMMOND ELEM.,746.00,$0.00,"$8,238.80","$8,238.80",$0.00,"$4,177.81","$4,177.81","$12,416.61",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,6000,TRADITIONAL SCH.,397.00,$0.00,"$8,484.57","$8,484.57",$0.00,"$4,177.81","$4,177.81","$12,662.38",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,6020,ROSE ACRES ELEM.,361.00,$0.00,"$9,631.99","$9,631.99",$0.00,"$4,177.81","$4,177.81","$13,809.80",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,6060,WILLOW BROOK ELEM.,487.00,$0.00,"$9,285.21","$9,285.21",$0.00,"$4,177.81","$4,177.81","$13,463.02",,,,,,,,,,,,,,,,,,,,,,,
2019,096-090,PATTONVILLE R-III,9999,DISTRICT TOTALS,"5,837.12",$0.00,"$14,044.32","$14,044.32",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,1050,EUREKA SR. HIGH,"1,654.17",$0.00,"$8,553.66","$8,553.66",$128.82,"$2,161.57","$2,290.39","$10,844.05",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,1075,LAFAYETTE SR. HIGH,"1,778.88",$0.00,"$7,970.18","$7,970.18",$128.82,"$2,161.57","$2,290.39","$10,260.56",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,1080,MARQUETTE SR. HIGH,"2,270.85",$0.00,"$7,361.80","$7,361.80",$128.82,"$2,161.57","$2,290.39","$9,652.19",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,1085,ROCKWOOD SUMMIT SR. HIGH,"1,278.43",$0.00,"$9,034.44","$9,034.44",$128.82,"$2,161.57","$2,290.39","$11,324.83",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,3000,ROCKWOOD VALLEY MIDDLE,657.51,$0.00,"$8,710.10","$8,710.10",$128.82,"$2,161.57","$2,290.39","$11,000.49",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,3020,CRESTVIEW MIDDLE,"1,209.00",$0.00,"$6,963.08","$6,963.08",$128.82,"$2,161.57","$2,290.39","$9,253.47",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,3040,LASALLE SPRINGS MIDDLE,871.88,$0.00,"$7,472.36","$7,472.36",$128.82,"$2,161.57","$2,290.39","$9,762.75",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,3050,WILDWOOD MIDDLE,644.00,$0.00,"$8,859.01","$8,859.01",$128.82,"$2,161.57","$2,290.39","$11,149.40",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,3060,ROCKWOOD SOUTH MIDDLE,943.00,$0.00,"$7,319.31","$7,319.31",$128.82,"$2,161.57","$2,290.39","$9,609.70",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,3080,SELVIDGE MIDDLE,636.00,$0.00,"$9,486.57","$9,486.57",$128.82,"$2,161.57","$2,290.39","$11,776.96",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4020,BALLWIN ELEM.,492.70,$0.00,"$8,565.47","$8,565.47",$128.82,"$2,161.57","$2,290.39","$10,855.86",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4040,BOWLES ELEM.,314.20,$0.00,"$10,059.14","$10,059.14",$128.82,"$2,161.57","$2,290.39","$12,349.53",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4060,CHESTERFIELD ELEM.,417.48,$0.00,"$8,746.14","$8,746.14",$128.82,"$2,161.57","$2,290.39","$11,036.53",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4080,ELLISVILLE ELEM.,584.00,$0.00,"$7,851.36","$7,851.36",$128.82,"$2,161.57","$2,290.39","$10,141.75",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4090,RIDGE MEADOWS ELEM.,340.60,$0.00,"$10,802.79","$10,802.79",$128.82,"$2,161.57","$2,290.39","$13,093.17",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4100,EUREKA ELEM.,398.73,$0.00,"$8,463.74","$8,463.74",$128.82,"$2,161.57","$2,290.39","$10,754.13",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4110,GREEN PINES ELEM.,421.53,$0.00,"$9,148.05","$9,148.05",$128.82,"$2,161.57","$2,290.39","$11,438.44",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4120,GEGGIE ELEM.,589.12,$0.00,"$7,576.48","$7,576.48",$128.82,"$2,161.57","$2,290.39","$9,866.87",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4125,KELLISON ELEM.,419.01,$0.00,"$9,085.39","$9,085.39",$128.82,"$2,161.57","$2,290.39","$11,375.78",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4130,POND ELEM.,386.40,$0.00,"$9,374.00","$9,374.00",$128.82,"$2,161.57","$2,290.39","$11,664.39",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4135,STANTON ELEM.,439.41,$0.00,"$9,000.02","$9,000.02",$128.82,"$2,161.57","$2,290.39","$11,290.41",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4140,WESTRIDGE ELEM.,445.02,$0.00,"$8,686.72","$8,686.72",$128.82,"$2,161.57","$2,290.39","$10,977.11",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4145,BABLER ELEM.,557.42,$0.00,"$7,619.95","$7,619.95",$128.82,"$2,161.57","$2,290.39","$9,910.34",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4150,KEHRS MILL ELEM.,526.32,$0.00,"$8,318.43","$8,318.43",$128.82,"$2,161.57","$2,290.39","$10,608.82",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4155,UTHOFF VALLEY ELEM.,512.57,$0.00,"$8,279.91","$8,279.91",$128.82,"$2,161.57","$2,290.39","$10,570.29",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4160,WOERTHER ELEM.,483.00,$0.00,"$7,945.15","$7,945.15",$128.82,"$2,161.57","$2,290.39","$10,235.54",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4165,WILD HORSE ELEM.,554.20,$0.00,"$8,277.52","$8,277.52",$128.82,"$2,161.57","$2,290.39","$10,567.91",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4170,BLEVINS ELEM.,431.40,$0.00,"$8,955.99","$8,955.99",$128.82,"$2,161.57","$2,290.39","$11,246.38",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,4175,FAIRWAY ELEM.,458.20,$0.00,"$8,591.10","$8,591.10",$128.82,"$2,161.57","$2,290.39","$10,881.49",,,,,,,,,,,,,,,,,,,,,,,
2019,096-091,ROCKWOOD R-VI,9999,DISTRICT TOTALS,"20,715.03",$128.82,"$10,427.59","$10,556.42",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,1050,KIRKWOOD SR. HIGH,"1,703.28",$26.80,"$9,856.92","$9,883.72",$0.01,"$2,418.04","$2,418.05","$12,301.77",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,3000,NIPHER MIDDLE,679.19,$9.12,"$8,511.95","$8,521.07",$0.01,"$2,418.04","$2,418.05","$10,939.12",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,3025,NORTH KIRKWOOD MIDDLE,665.00,$7.06,"$9,211.53","$9,218.59",$0.01,"$2,418.04","$2,418.05","$11,636.64",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,5000,W. W. KEYSOR ELEM.,535.02,$11.84,"$8,096.04","$8,107.87",$0.01,"$2,418.04","$2,418.05","$10,525.93",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,5020,NORTH GLENDALE ELEM.,600.38,$12.08,"$8,021.73","$8,033.81",$0.01,"$2,418.04","$2,418.05","$10,451.86",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,5060,GEORGE R. ROBINSON ELEM.,520.39,$15.31,"$8,121.73","$8,137.04",$0.01,"$2,418.04","$2,418.05","$10,555.09",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,6000,F. P. TILLMAN ELEM.,497.22,$14.57,"$7,871.68","$7,886.25",$0.01,"$2,418.04","$2,418.05","$10,304.30",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,6020,WESTCHESTER ELEM.,515.07,$11.82,"$7,413.66","$7,425.48",$0.01,"$2,418.04","$2,418.05","$9,843.53",,,,,,,,,,,,,,,,,,,,,,,
2019,096-092,KIRKWOOD R-VII,9999,DISTRICT TOTALS,"5,715.55",$16.00,"$11,131.57","$11,147.57",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,1050,LINDBERGH SR. HIGH,"2,137.39",$33.28,"$6,756.55","$6,789.83",$4.89,"$2,724.27","$2,729.17","$9,518.99",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,3070,ROBERT H. SPERRENG MIDDLE,890.00,$12.74,"$6,836.13","$6,848.87",$4.89,"$2,724.27","$2,729.17","$9,578.04",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,3080,TRUMAN MIDDLE SCHOOL,729.67,$10.75,"$6,793.87","$6,804.62",$4.89,"$2,724.27","$2,729.17","$9,533.79",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,4040,CRESTWOOD ELEM.,431.80,$18.02,"$7,557.59","$7,575.61",$4.89,"$2,724.27","$2,729.17","$10,304.78",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,4060,DRESSEL ELEMENTARY SCHOOL,642.00,$16.05,"$6,224.15","$6,240.20",$4.89,"$2,724.27","$2,729.17","$8,969.37",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,5020,KENNERLY ELEM.,415.10,$16.97,"$7,746.69","$7,763.66",$4.89,"$2,724.27","$2,729.17","$10,492.83",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,5040,LONG ELEM.,484.90,$19.25,"$6,531.92","$6,551.17",$4.89,"$2,724.27","$2,729.17","$9,280.34",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,5060,SAPPINGTON ELEM.,464.70,$17.38,"$6,736.54","$6,753.92",$4.89,"$2,724.27","$2,729.17","$9,483.09",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,5070,CONCORD ELEM. SCHOOL,600.10,$64.62,"$6,347.27","$6,411.88",$4.89,"$2,724.27","$2,729.17","$9,141.05",,,,,,,,,,,,,,,,,,,,,,,
2019,096-093,LINDBERGH SCHOOLS,9999,DISTRICT TOTALS,"6,795.66",$30.15,"$9,502.80","$9,532.95",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,1050,MEHLVILLE HIGH SCHOOL,"1,431.38",$41.07,"$7,898.12","$7,939.19",$0.00,"$2,312.56","$2,312.56","$10,251.75",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,1075,OAKVILLE SR. HIGH,"1,588.38",$34.35,"$7,275.86","$7,310.21",$0.00,"$2,312.56","$2,312.56","$9,622.77",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,3000,MARGARET BUERKLE MIDDLE,645.49,$28.70,"$6,203.54","$6,232.24",$0.00,"$2,312.56","$2,312.56","$8,544.80",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,3020,OAKVILLE MIDDLE,661.75,$24.98,"$6,164.91","$6,189.89",$0.00,"$2,312.56","$2,312.56","$8,502.45",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,3040,WASHINGTON MIDDLE,458.00,$41.02,"$8,901.32","$8,942.34",$0.00,"$2,312.56","$2,312.56","$11,254.90",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,3060,BERNARD MIDDLE,635.12,$28.95,"$6,787.21","$6,816.17",$0.00,"$2,312.56","$2,312.56","$9,128.73",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,4020,BEASLEY ELEM.,321.00,$60.92,"$7,792.43","$7,853.35",$0.00,"$2,312.56","$2,312.56","$10,165.91",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,4060,BIERBAUM ELEM.,521.00,$142.06,"$7,049.19","$7,191.25",$0.00,"$2,312.56","$2,312.56","$9,503.81",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,4070,BLADES ELEM.,460.40,$36.19,"$7,171.00","$7,207.20",$0.00,"$2,312.56","$2,312.56","$9,519.76",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,4080,FORDER ELEM.,346.20,$77.07,"$8,060.10","$8,137.17",$0.00,"$2,312.56","$2,312.56","$10,449.73",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,4090,HAGEMANN ELEM.,382.40,$38.18,"$6,744.21","$6,782.39",$0.00,"$2,312.56","$2,312.56","$9,094.95",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,5000,OAKVILLE ELEM.,417.64,$34.29,"$6,538.36","$6,572.65",$0.00,"$2,312.56","$2,312.56","$8,885.21",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,5020,POINT ELEM.,439.70,$33.98,"$6,558.19","$6,592.17",$0.00,"$2,312.56","$2,312.56","$8,904.73",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,5040,ROGERS ELEM.,454.20,$33.39,"$6,540.92","$6,574.31",$0.00,"$2,312.56","$2,312.56","$8,886.87",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,5060,TRAUTWEIN ELEM.,399.80,$36.16,"$7,289.83","$7,325.99",$0.00,"$2,312.56","$2,312.56","$9,638.55",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,5080,MOSAIC ELEMENTARY,253.00,$59.13,"$6,596.03","$6,655.16",$0.00,"$2,312.56","$2,312.56","$8,967.72",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,5100,WOHLWEND ELEM.,432.40,$33.63,"$6,952.24","$6,985.87",$0.00,"$2,312.56","$2,312.56","$9,298.43",,,,,,,,,,,,,,,,,,,,,,,
2019,096-094,MEHLVILLE R-IX,9999,DISTRICT TOTALS,"9,847.86",$43.21,"$9,456.55","$9,499.76",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,1050,CENTRAL HIGH,"1,254.24",$58.27,"$9,595.56","$9,653.83",$0.30,"$2,737.97","$2,738.28","$12,392.11",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,1075,NORTH HIGH,"1,066.44",$57.81,"$11,482.80","$11,540.62",$0.30,"$2,737.97","$2,738.28","$14,278.89",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,1080,WEST HIGH,"1,388.39",$60.65,"$9,740.58","$9,801.23",$0.30,"$2,737.97","$2,738.28","$12,539.51",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,1090,SOUTH HIGH,"1,647.16",$59.03,"$9,769.79","$9,828.82",$0.30,"$2,737.97","$2,738.28","$12,567.10",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,3000,SOUTHWEST MIDDLE,670.37,$44.02,"$9,601.32","$9,645.33",$0.30,"$2,737.97","$2,738.28","$12,383.61",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,3020,CENTRAL MIDDLE,904.00,$44.30,"$10,442.96","$10,487.26",$0.30,"$2,737.97","$2,738.28","$13,225.54",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,3040,NORTHEAST MIDDLE,858.74,$51.63,"$9,787.12","$9,838.75",$0.30,"$2,737.97","$2,738.28","$12,577.03",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,3060,SOUTH MIDDLE,583.39,$47.82,"$10,893.35","$10,941.17",$0.30,"$2,737.97","$2,738.28","$13,679.45",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,3080,WEST MIDDLE,"1,058.25",$41.82,"$9,443.53","$9,485.35",$0.30,"$2,737.97","$2,738.28","$12,223.62",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4020,BARRETTS ELEM.,375.00,$43.54,"$9,780.14","$9,823.68",$0.30,"$2,737.97","$2,738.28","$12,561.96",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4030,BELLERIVE ELEM.,399.10,$40.65,"$9,295.33","$9,335.98",$0.30,"$2,737.97","$2,738.28","$12,074.26",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4035,CARMAN TRAILS ELEM.,436.00,$43.15,"$9,562.02","$9,605.17",$0.30,"$2,737.97","$2,738.28","$12,343.44",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4040,CLAYMONT ELEM.,500.97,$43.57,"$9,099.80","$9,143.37",$0.30,"$2,737.97","$2,738.28","$11,881.65",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4060,CRAIG ELEM.,486.00,$42.44,"$9,716.10","$9,758.54",$0.30,"$2,737.97","$2,738.28","$12,496.82",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4100,GREEN TRAILS ELEM.,411.35,$45.05,"$9,829.41","$9,874.45",$0.30,"$2,737.97","$2,738.28","$12,612.73",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4110,HANNA WOODS ELEM.,456.93,$44.15,"$8,790.80","$8,834.96",$0.30,"$2,737.97","$2,738.28","$11,573.23",,,,,,,,,,,,,,,,,,,,,,,
2019,096-095,PARKWAY C-2,4120,HENRY ELEM.,604.23,$39.07,"$7,947.04","$7,986.11",$0.30,"$2,737.97","$2,738.28","$10,724.39",,,,,,,,,,,,,,,,,,,,,,,
